fips,stcd,district,pop2010
20,KS,071,21133
20,KS,072,22366
20,KS,073,20713
20,KS,074,20785
20,KS,075,21740
20,KS,076,20876
20,KS,077,22516
20,KS,078,20447
20,KS,079,20632
20,KS,080,20532
20,KS,081,23242
20,KS,082,24960
20,KS,083,20044
20,KS,084,19066
20,KS,085,25053
20,KS,086,22040
20,KS,087,26547
20,KS,088,21279
20,KS,089,24429
20,KS,090,25763
20,KS,091,21438
20,KS,092,21084
20,KS,093,25269
20,KS,094,26172
20,KS,095,21493
20,KS,096,23195
20,KS,097,20232
20,KS,098,20631
20,KS,099,34751
20,KS,100,25827
20,KS,101,20821
20,KS,102,20090
20,KS,103,21890
20,KS,104,21567
20,KS,105,24955
20,KS,106,19150
20,KS,107,19899
20,KS,108,21374
20,KS,109,18283
20,KS,110,20985
20,KS,111,23476
20,KS,112,20797
20,KS,113,18946
20,KS,114,21602
20,KS,115,21825
20,KS,116,19915
20,KS,117,18105
20,KS,118,18449
20,KS,119,23934
20,KS,120,19519
20,KS,121,19063
20,KS,122,19688
20,KS,123,20756
20,KS,124,21020
20,KS,125,22636
21,KY,001,37943
21,KY,002,41936
21,KY,003,37972
21,KY,004,39505
21,KY,005,41952
21,KY,006,41978
21,KY,007,39972
21,KY,008,41126
21,KY,009,38297
21,KY,010,38450
21,KY,011,39906
21,KY,012,38045
21,KY,013,42376
21,KY,014,45708
21,KY,015,38558
21,KY,016,39295
21,KY,017,42990
21,KY,018,43650
21,KY,019,44553
21,KY,020,52049
21,KY,021,52240
21,KY,022,46341
21,KY,023,42618
21,KY,024,41610
21,KY,025,51532
21,KY,026,41345
21,KY,027,44833
21,KY,028,41513
21,KY,029,58348
21,KY,030,45313
21,KY,031,42708
21,KY,032,43944
21,KY,033,48397
21,KY,034,40961
21,KY,035,40267
21,KY,036,45022
21,KY,037,37367
21,KY,038,38015
21,KY,039,49138
21,KY,040,38434
21,KY,041,38072
21,KY,042,37649
21,KY,043,35580
21,KY,044,41454
21,KY,045,50581
21,KY,046,50103
21,KY,047,46003
21,KY,048,57316
21,KY,049,50626
21,KY,050,49478
21,KY,051,43168
21,KY,052,44854
21,KY,053,39176
21,KY,054,40149
21,KY,055,45145
21,KY,056,43948
21,KY,057,38989
21,KY,058,55670
21,KY,059,55004
21,KY,060,61922
21,KY,061,44092
21,KY,062,58232
21,KY,063,40380
21,KY,064,49008
21,KY,065,35617
21,KY,066,52522
21,KY,067,37613
21,KY,068,42414
21,KY,069,43827
21,KY,070,40326
21,KY,071,38856
21,KY,072,40906
21,KY,073,43459
21,KY,074,43768
21,KY,075,41422
21,KY,076,44546
21,KY,077,48639
21,KY,078,41569
21,KY,079,38306
21,KY,080,44415
21,KY,081,46960
21,KY,082,42490
21,KY,083,46457
21,KY,084,40195
21,KY,085,46596
21,KY,086,43057
21,KY,087,38913
21,KY,088,49790
21,KY,089,42731
21,KY,090,37809
21,KY,091,36437
21,KY,092,40191
21,KY,093,38421
21,KY,094,42026
21,KY,095,36945
21,KY,096,41590
21,KY,097,40179
21,KY,098,38852
21,KY,099,41007
21,KY,100,37710
22,LA,001,44917
22,LA,002,35102
22,LA,003,39035
22,LA,004,42975
22,LA,005,47695
22,LA,006,44925
22,LA,007,44017
22,LA,008,53611
22,LA,009,45914
22,LA,010,41207
22,LA,011,42174
22,LA,012,47971
22,LA,013,42950
22,LA,014,41909
22,LA,015,47647
22,LA,016,42191
22,LA,017,38916
22,LA,018,41706
22,LA,019,40425
22,LA,020,41676
22,LA,021,38614
22,LA,022,46175
22,LA,023,41224
22,LA,024,45792
22,LA,025,46800
22,LA,026,41317
22,LA,027,48069
22,LA,028,42073
22,LA,029,42321
22,LA,030,43935
22,LA,031,52354
22,LA,032,44140
22,LA,033,45884
22,LA,034,42628
22,LA,035,47660
22,LA,036,49608
22,LA,037,46375
22,LA,038,42595
22,LA,039,51416
22,LA,040,39579
22,LA,041,44746
22,LA,042,41236
22,LA,043,54684
22,LA,044,41903
22,LA,045,46155
22,LA,046,47330
22,LA,047,39314
22,LA,048,40200
22,LA,049,47121
22,LA,050,41685
22,LA,051,42540
22,LA,052,54073
22,LA,053,43260
22,LA,054,44453
22,LA,055,48190
22,LA,056,47201
22,LA,057,48553
22,LA,058,48350
22,LA,059,65543
22,LA,060,44156
22,LA,061,43717
22,LA,062,51347
22,LA,063,42465
22,LA,064,51646
22,LA,065,44474
22,LA,066,44777
22,LA,067,41585
22,LA,068,45633
22,LA,069,48514
22,LA,070,53796
22,LA,071,54747
22,LA,072,43119
22,LA,073,54461
22,LA,074,55721
22,LA,075,44623
22,LA,076,50170
22,LA,077,62319
22,LA,078,42010
22,LA,079,42672
22,LA,080,39354
22,LA,081,42777
22,LA,082,39989
22,LA,083,38305
22,LA,084,41698
22,LA,085,43859
22,LA,086,40627
22,LA,087,36307
22,LA,088,62308
22,LA,089,51820
22,LA,090,45481
22,LA,091,30143
22,LA,092,39770
22,LA,093,30550
22,LA,094,31652
22,LA,095,34279
22,LA,096,24700
22,LA,097,25853
22,LA,098,30348
22,LA,099,16419
22,LA,100,30223
22,LA,101,25026
22,LA,102,35477
22,LA,103,23643
22,LA,104,21315
22,LA,105,37438
23,ME,001,8161
23,ME,002,7876
23,ME,003,7852
23,ME,004,8189
23,ME,005,8554
23,ME,006,8161
23,ME,007,8358
23,ME,008,8035
23,ME,009,8533
23,ME,010,7748
23,ME,011,8011
23,ME,012,8254
23,ME,013,9262
23,ME,014,8450
23,ME,015,8364
23,ME,016,9041
23,ME,017,9249
23,ME,018,9019
23,ME,019,9647
23,ME,020,9718
23,ME,021,9159
23,ME,022,10288
23,ME,023,10658
23,ME,024,8855
23,ME,025,9328
23,ME,026,8818
23,ME,027,8919
23,ME,028,9362
23,ME,029,8553
23,ME,030,8609
23,ME,031,8157
23,ME,032,7627
23,ME,033,8910
23,ME,034,8229
23,ME,035,8322
23,ME,036,8268
23,ME,037,8911
23,ME,038,9894
23,ME,039,9989
23,ME,040,8657
23,ME,041,8808
23,ME,042,8423
23,ME,043,9130
23,ME,044,8771
23,ME,045,9275
23,ME,046,8180
23,ME,047,8127
23,ME,048,7755
23,ME,049,9696
23,ME,050,8388
23,ME,051,8935
23,ME,052,8660
23,ME,053,8779
23,ME,054,8229
23,ME,055,8709
23,ME,056,8527
23,ME,057,8482
23,ME,058,9042
23,ME,059,7572
23,ME,060,8255
23,ME,061,8078
23,ME,062,7754
23,ME,063,8219
23,ME,064,8245
23,ME,065,8702
23,ME,066,8306
23,ME,067,9361
23,ME,068,8348
23,ME,069,8292
23,ME,070,8668
23,ME,071,8597
23,ME,072,9262
23,ME,073,8324
23,ME,074,8156
23,ME,075,9226
23,ME,076,8387
23,ME,077,8556
23,ME,078,9227
23,ME,079,8811
23,ME,080,9344
23,ME,081,8797
23,ME,082,8690
23,ME,083,9119
23,ME,084,8778
23,ME,085,8589
23,ME,086,9275
23,ME,087,8914
23,ME,088,9250
23,ME,089,8689
23,ME,090,8717
23,ME,091,9069
23,ME,092,8110
23,ME,093,8322
23,ME,094,9316
23,ME,095,9209
23,ME,096,9757
23,ME,097,10062
23,ME,098,9856
23,ME,099,9508
23,ME,100,8911
23,ME,101,9379
23,ME,102,8935
23,ME,103,8991
23,ME,104,8610
23,ME,105,9789
23,ME,106,8432
23,ME,107,8349
23,ME,108,8911
23,ME,109,9205
23,ME,110,9519
23,ME,111,9395
23,ME,112,8847
23,ME,113,8765
23,ME,114,9350
23,ME,115,8138
23,ME,116,8837
23,ME,117,8263
23,ME,118,8606
23,ME,119,9184
23,ME,120,7389
23,ME,121,7666
23,ME,122,8414
23,ME,123,9154
23,ME,124,8783
23,ME,125,8916
23,ME,126,8578
23,ME,127,8504
23,ME,128,10415
23,ME,129,10087
23,ME,130,9590
23,ME,131,9019
23,ME,132,8624
23,ME,133,8659
23,ME,134,9823
23,ME,135,8399
23,ME,136,7588
23,ME,137,8764
23,ME,138,10101
23,ME,139,10366
23,ME,140,9602
23,ME,141,8854
23,ME,142,8887
23,ME,143,8100
23,ME,144,9700
23,ME,145,9835
23,ME,146,9026
23,ME,147,8361
23,ME,148,8974
23,ME,149,8487
23,ME,150,7698
23,ME,151,7954
24,MD,006,110950
24,MD,007,126340
24,MD,008,121514
24,MD,010,123939
24,MD,011,133042
24,MD,013,131784
24,MD,014,120883
24,MD,015,137447
24,MD,016,114427
24,MD,017,135605
24,MD,018,119790
24,MD,019,116284
24,MD,01A,39216
24,MD,01B,40379
24,MD,01C,39335
24,MD,020,110524
24,MD,021,130048
24,MD,022,118054
24,MD,024,107460
24,MD,025,110022
24,MD,026,110580
24,MD,028,143185
24,MD,02A,44505
24,MD,02B,44013
24,MD,02C,43292
24,MD,030,125514
24,MD,031,122363
24,MD,032,131384
24,MD,036,137167
24,MD,039,116817
24,MD,03A,93508
24,MD,03B,54040
24,MD,040,101128
24,MD,041,105582
24,MD,042,114572
24,MD,043,102267
24,MD,044,95890
24,MD,045,101362
24,MD,046,114732
24,MD,047,111477
24,MD,04A,81354
24,MD,04B,43943
24,MD,05A,86686
24,MD,05B,42918
24,MD,09A,95947
24,MD,09B,42862
24,MD,12A,82186
24,MD,12B,42067
24,MD,23A,82432
24,MD,23B,44910
24,MD,27A,90039
24,MD,27B,43860
24,MD,29A,46007
24,MD,29B,53439
24,MD,29C,42041
24,MD,33A,86244
24,MD,33B,42456
24,MD,34A,85098
24,MD,34B,46394
24,MD,35A,84725
24,MD,35B,43601
24,MD,37A,42590
24,MD,37B,86699
24,MD,38A,45791
24,MD,38B,88842
25,MA,060,37929
25,MA,061,37687
25,MA,062,38974
25,MA,063,36909
25,MA,064,40063
25,MA,065,35916
25,MA,066,40125
25,MA,067,38397
25,MA,068,37775
25,MA,069,39478
25,MA,070,39600
25,MA,071,37980
25,MA,072,42171
25,MA,073,42781
25,MA,074,37581
25,MA,075,37808
25,MA,076,38442
25,MA,077,44854
25,MA,078,39374
25,MA,079,39347
25,MA,080,41301
25,MA,081,40799
25,MA,082,44531
25,MA,083,41982
25,MA,084,42019
25,MA,085,41038
25,MA,086,40890
25,MA,087,39245
25,MA,088,39502
25,MA,089,41340
25,MA,090,39630
25,MA,091,41963
25,MA,092,41140
25,MA,093,39810
25,MA,094,43860
25,MA,095,39969
25,MA,096,42299
25,MA,097,43123
25,MA,098,41660
25,MA,099,42166
25,MA,100,42424
25,MA,101,40959
25,MA,102,41168
25,MA,103,42757
25,MA,104,41281
25,MA,105,41094
25,MA,106,39880
25,MA,107,42022
25,MA,108,39559
25,MA,109,38401
25,MA,110,41782
25,MA,111,37829
25,MA,112,40466
25,MA,113,42197
25,MA,114,41945
25,MA,115,40065
25,MA,116,38817
25,MA,117,44059
25,MA,118,41675
25,MA,119,42028
25,MA,120,40656
25,MA,121,44801
25,MA,122,39202
25,MA,123,41183
25,MA,124,43728
25,MA,125,42565
25,MA,126,43356
25,MA,127,38880
25,MA,128,38825
25,MA,129,38706
25,MA,130,37015
25,MA,131,41201
25,MA,132,39001
25,MA,133,41427
25,MA,134,41743
25,MA,135,38702
25,MA,136,39579
25,MA,137,43378
25,MA,138,41914
25,MA,139,40243
25,MA,140,41108
25,MA,141,41458
25,MA,142,40758
25,MA,143,41109
25,MA,144,39235
25,MA,145,45206
25,MA,146,38326
25,MA,147,39361
25,MA,148,39661
25,MA,149,41266
25,MA,150,41514
25,MA,151,39386
25,MA,152,39248
25,MA,153,40749
25,MA,154,43412
25,MA,155,44397
25,MA,156,40856
25,MA,157,42141
25,MA,158,38272
25,MA,159,42779
25,MA,160,38705
25,MA,161,42295
25,MA,162,39302
25,MA,163,40704
25,MA,164,41465
25,MA,165,41696
25,MA,166,40791
25,MA,167,42255
25,MA,168,40667
25,MA,169,40396
25,MA,170,42535
25,MA,171,39127
25,MA,172,45102
25,MA,173,43508
25,MA,174,42782
25,MA,175,40475
25,MA,176,41874
25,MA,177,41810
25,MA,178,44268
25,MA,179,43771
25,MA,180,40298
25,MA,181,40245
25,MA,182,39470
25,MA,183,44334
25,MA,184,41043
25,MA,185,42436
25,MA,186,46314
25,MA,187,41551
25,MA,188,36890
25,MA,189,36532
25,MA,190,46088
25,MA,191,39543
25,MA,192,42748
25,MA,193,42147
25,MA,194,40947
25,MA,195,36181
25,MA,196,35611
25,MA,197,38888
25,MA,198,40616
25,MA,199,43906
25,MA,200,37756
25,MA,201,44171
25,MA,202,39786
25,MA,203,45834
25,MA,204,40941
25,MA,205,40318
25,MA,206,40759
25,MA,207,40928
25,MA,208,41225
25,MA,209,39409
25,MA,210,43628
25,MA,211,48230
25,MA,212,39749
25,MA,213,42498
25,MA,214,40378
25,MA,215,40553
25,MA,216,40112
25,MA,217,42659
25,MA,218,41303
25,MA,219,39863
26,MI,001,83897
26,MI,002,59591
26,MI,003,60722
26,MI,004,62706
26,MI,005,71246
26,MI,006,65112
26,MI,007,62725
26,MI,008,72967
26,MI,009,69020
26,MI,010,68956
26,MI,011,66301
26,MI,012,73576
26,MI,013,87269
26,MI,014,86443
26,MI,015,89065
26,MI,016,84171
26,MI,017,90344
26,MI,018,84125
26,MI,019,89634
26,MI,020,98328
26,MI,021,110142
26,MI,022,87120
26,MI,023,97124
26,MI,024,84381
26,MI,025,92234
26,MI,026,86932
26,MI,027,83872
26,MI,028,89381
26,MI,029,80927
26,MI,030,95154
26,MI,031,86265
26,MI,032,103394
26,MI,033,119064
26,MI,034,67704
26,MI,035,83734
26,MI,036,107643
26,MI,037,90112
26,MI,038,105003
26,MI,039,92452
26,MI,040,86650
26,MI,041,92809
26,MI,042,85319
26,MI,043,84392
26,MI,044,98724
26,MI,045,100485
26,MI,046,100534
26,MI,047,96487
26,MI,048,83139
26,MI,049,82828
26,MI,050,85058
26,MI,051,107061
26,MI,052,104679
26,MI,053,92659
26,MI,054,98231
26,MI,055,104306
26,MI,056,96937
26,MI,057,94159
26,MI,058,91936
26,MI,059,95808
26,MI,060,93096
26,MI,061,103705
26,MI,062,93343
26,MI,063,96333
26,MI,064,86288
26,MI,065,89787
26,MI,066,100216
26,MI,067,100145
26,MI,068,89568
26,MI,069,91182
26,MI,070,89992
26,MI,071,97665
26,MI,072,103319
26,MI,073,105447
26,MI,074,97079
26,MI,075,86627
26,MI,076,86779
26,MI,077,92442
26,MI,078,86900
26,MI,079,87693
26,MI,080,87871
26,MI,081,95883
26,MI,082,88319
26,MI,083,88414
26,MI,084,88847
26,MI,085,90341
26,MI,086,99294
26,MI,087,96428
26,MI,088,99795
26,MI,089,96358
26,MI,090,97061
26,MI,091,90216
26,MI,092,83989
26,MI,093,98165
26,MI,094,89541
26,MI,095,72851
26,MI,096,91648
26,MI,097,88640
26,MI,098,89740
26,MI,099,101977
26,MI,100,86569
26,MI,101,92671
26,MI,102,99061
26,MI,103,86884
26,MI,104,104139
26,MI,105,95524
26,MI,106,86395
26,MI,107,86648
26,MI,108,87266
26,MI,109,90978
26,MI,110,83484
27,MN,001A,35146
27,MN,001B,36188
27,MN,002A,37063
27,MN,002B,39744
27,MN,003A,35316
27,MN,003B,38405
27,MN,004A,39479
27,MN,004B,41669
27,MN,005A,34921
27,MN,005B,36304
27,MN,006A,36396
27,MN,006B,40306
27,MN,007A,36323
27,MN,007B,35912
27,MN,008A,40616
27,MN,008B,41371
27,MN,009A,42418
27,MN,009B,39347
27,MN,010A,35993
27,MN,010B,37598
27,MN,011A,37492
27,MN,011B,39156
27,MN,012A,40691
27,MN,012B,38869
27,MN,013A,38763
27,MN,013B,37827
27,MN,014A,46214
27,MN,014B,40101
27,MN,015A,43022
27,MN,015B,37073
27,MN,016A,43791
27,MN,016B,52029
27,MN,017A,45406
27,MN,017B,49009
27,MN,018A,38269
27,MN,018B,37973
27,MN,019A,47384
27,MN,019B,59068
27,MN,020A,32187
27,MN,020B,34629
27,MN,021A,36793
27,MN,021B,35392
27,MN,022A,34781
27,MN,022B,36558
27,MN,023A,39401
27,MN,023B,43520
27,MN,024A,34825
27,MN,024B,36327
27,MN,025A,40391
27,MN,025B,45574
27,MN,026A,39465
27,MN,026B,38912
27,MN,027A,35241
27,MN,027B,37406
27,MN,028A,37668
27,MN,028B,37991
27,MN,029A,48197
27,MN,029B,38582
27,MN,030A,38204
27,MN,030B,44957
27,MN,031A,37338
27,MN,031B,35692
27,MN,032A,55517
27,MN,032B,35442
27,MN,033A,39836
27,MN,033B,35276
27,MN,034A,47533
27,MN,034B,46722
27,MN,035A,59872
27,MN,035B,48692
27,MN,036A,46458
27,MN,036B,50199
27,MN,037A,40162
27,MN,037B,44374
27,MN,038A,36837
27,MN,038B,36363
27,MN,039A,36477
27,MN,039B,40778
27,MN,040A,38017
27,MN,040B,35657
27,MN,041A,37836
27,MN,041B,34054
27,MN,042A,35099
27,MN,042B,43655
27,MN,043A,41398
27,MN,043B,36328
27,MN,044A,39193
27,MN,044B,36305
27,MN,045A,36814
27,MN,045B,36600
27,MN,046A,37071
27,MN,046B,38019
27,MN,047A,36947
27,MN,047B,43813
27,MN,048A,45476
27,MN,048B,40810
27,MN,049A,43390
27,MN,049B,37104
27,MN,050A,38524
27,MN,050B,36071
27,MN,051A,49630
27,MN,051B,35197
27,MN,052A,47548
27,MN,052B,42649
27,MN,053A,37599
27,MN,053B,36398
27,MN,054A,36551
27,MN,054B,35591
27,MN,055A,38224
27,MN,055B,38632
27,MN,056A,41423
27,MN,056B,49803
27,MN,057A,40488
27,MN,057B,41159
27,MN,058A,32902
27,MN,058B,37337
27,MN,059A,35938
27,MN,059B,41940
27,MN,060A,37556
27,MN,060B,36350
27,MN,061A,35572
27,MN,061B,35842
27,MN,062A,36311
27,MN,062B,36748
27,MN,063A,37431
27,MN,063B,37315
27,MN,064A,35734
27,MN,064B,37227
27,MN,065A,33938
27,MN,065B,37563
27,MN,066A,36598
27,MN,066B,36735
27,MN,067A,36855
27,MN,067B,35739
28,MS,001,24463
28,MS,002,24615
28,MS,003,23523
28,MS,004,23894
28,MS,005,23098
28,MS,006,46182
28,MS,007,30501
28,MS,008,27100
28,MS,009,20516
28,MS,010,25832
28,MS,011,21994
28,MS,012,26165
28,MS,013,23868
28,MS,014,25011
28,MS,015,27519
28,MS,016,22500
28,MS,017,25981
28,MS,018,26666
28,MS,019,26670
28,MS,020,23327
28,MS,021,23452
28,MS,022,21435
28,MS,023,21543
28,MS,024,20572
28,MS,025,29000
28,MS,026,18014
28,MS,027,22463
28,MS,028,20377
28,MS,029,18559
28,MS,030,19921
28,MS,031,19331
28,MS,032,21738
28,MS,033,23807
28,MS,034,21017
28,MS,035,21308
28,MS,036,21886
28,MS,037,28330
28,MS,038,22341
28,MS,039,25400
28,MS,040,32431
28,MS,041,21929
28,MS,042,20974
28,MS,043,21530
28,MS,044,22792
28,MS,045,25090
28,MS,046,21810
28,MS,047,23662
28,MS,048,21455
28,MS,049,18326
28,MS,050,20010
28,MS,051,19142
28,MS,052,33377
28,MS,053,22266
28,MS,054,25105
28,MS,055,21996
28,MS,056,30709
28,MS,057,28102
28,MS,058,28391
28,MS,059,32404
28,MS,060,30191
28,MS,061,26604
28,MS,062,28658
28,MS,063,21249
28,MS,064,25444
28,MS,065,21169
28,MS,066,22287
28,MS,067,19286
28,MS,068,19799
28,MS,069,22795
28,MS,070,19816
28,MS,071,24028
28,MS,072,22350
28,MS,073,32192
28,MS,074,35304
28,MS,075,22303
28,MS,076,22859
28,MS,077,24592
28,MS,078,22341
28,MS,079,22592
28,MS,080,20996
28,MS,081,22670
28,MS,082,20939
28,MS,083,23784
28,MS,084,25092
28,MS,085,20021
28,MS,086,21915
28,MS,087,21109
28,MS,088,25071
28,MS,089,24228
28,MS,090,24031
28,MS,091,20672
28,MS,092,26069
28,MS,093,28717
28,MS,094,20820
28,MS,095,30262
28,MS,096,22142
28,MS,097,25156
28,MS,098,24143
28,MS,099,26927
28,MS,100,25804
28,MS,101,34987
28,MS,102,24569
28,MS,103,25555
28,MS,104,28940
28,MS,105,24574
28,MS,106,25958
28,MS,107,29901
28,MS,108,28687
28,MS,109,26604
28,MS,110,19564
28,MS,111,22709
28,MS,112,27137
28,MS,113,25381
28,MS,114,29403
28,MS,115,13505
28,MS,116,29749
28,MS,117,22979
28,MS,118,27220
28,MS,119,20182
28,MS,120,19033
28,MS,121,22585
28,MS,122,20228
29,MO,001,33818
29,MO,002,35389
29,MO,003,35529
29,MO,004,35512
29,MO,005,38074
29,MO,006,35970
29,MO,007,34548
29,MO,008,33540
29,MO,009,36616
29,MO,010,35091
29,MO,011,48326
29,MO,012,42937
29,MO,013,72365
29,MO,014,35805
29,MO,015,40041
29,MO,016,34474
29,MO,017,43513
29,MO,018,32967
29,MO,019,49314
29,MO,020,38233
29,MO,021,39438
29,MO,022,34437
29,MO,023,39185
29,MO,024,46896
29,MO,025,40532
29,MO,026,33935
29,MO,027,35540
29,MO,028,38291
29,MO,029,35957
29,MO,030,42652
29,MO,031,34655
29,MO,032,43330
29,MO,033,32859
29,MO,034,37756
29,MO,035,58725
29,MO,036,35669
29,MO,037,33162
29,MO,038,45769
29,MO,039,32519
29,MO,040,32757
29,MO,041,28131
29,MO,042,30284
29,MO,043,29494
29,MO,044,32845
29,MO,045,33550
29,MO,046,41466
29,MO,047,43793
29,MO,048,35145
29,MO,049,34606
29,MO,050,31759
29,MO,051,32299
29,MO,052,36534
29,MO,053,37852
29,MO,054,41346
29,MO,055,44553
29,MO,056,42172
29,MO,057,27871
29,MO,058,35415
29,MO,059,30270
29,MO,060,27882
29,MO,061,27412
29,MO,062,42780
29,MO,063,36309
29,MO,064,29057
29,MO,065,30994
29,MO,066,32239
29,MO,067,30819
29,MO,068,35930
29,MO,069,32567
29,MO,070,31364
29,MO,071,31069
29,MO,072,31046
29,MO,073,35668
29,MO,074,35556
29,MO,075,32051
29,MO,076,31885
29,MO,077,32581
29,MO,078,30572
29,MO,079,34555
29,MO,080,33221
29,MO,081,31550
29,MO,082,35277
29,MO,083,34274
29,MO,084,36467
29,MO,085,33848
29,MO,086,33904
29,MO,087,34177
29,MO,088,33150
29,MO,089,38194
29,MO,090,36548
29,MO,091,34032
29,MO,092,33339
29,MO,093,37159
29,MO,094,34101
29,MO,095,33750
29,MO,096,33347
29,MO,097,35274
29,MO,098,38996
29,MO,099,42788
29,MO,100,33889
29,MO,101,36037
29,MO,102,38929
29,MO,103,39604
29,MO,104,35833
29,MO,105,35379
29,MO,106,38873
29,MO,107,40428
29,MO,108,32101
29,MO,109,35780
29,MO,110,37588
29,MO,111,35531
29,MO,112,34350
29,MO,113,35216
29,MO,114,36525
29,MO,115,37008
29,MO,116,38212
29,MO,117,35534
29,MO,118,36454
29,MO,119,36209
29,MO,120,35276
29,MO,121,37199
29,MO,122,40384
29,MO,123,44622
29,MO,124,39683
29,MO,125,35564
29,MO,126,36895
29,MO,127,40320
29,MO,128,38369
29,MO,129,36595
29,MO,130,37545
29,MO,131,36451
29,MO,132,37081
29,MO,133,37830
29,MO,134,48531
29,MO,135,37458
29,MO,136,41483
29,MO,137,34327
29,MO,138,34169
29,MO,139,39224
29,MO,140,36171
29,MO,141,46328
29,MO,142,47928
29,MO,143,38454
29,MO,144,35226
29,MO,145,40013
29,MO,146,37063
29,MO,147,38962
29,MO,148,42602
29,MO,149,38305
29,MO,150,36107
29,MO,151,37152
29,MO,152,34200
29,MO,153,35762
29,MO,154,36484
29,MO,155,41624
29,MO,156,34716
29,MO,157,37900
29,MO,158,35947
29,MO,159,35685
29,MO,160,33273
29,MO,161,34576
29,MO,162,31602
29,MO,163,33118
30,MT,001,8976
30,MT,002,10711
30,MT,003,10443
30,MT,004,10360
30,MT,005,11824
30,MT,006,13427
30,MT,007,10572
30,MT,008,9986
30,MT,009,10874
30,MT,010,13774
30,MT,011,11133
30,MT,012,10463
30,MT,013,10394
30,MT,014,10552
30,MT,015,9595
30,MT,016,9486
30,MT,017,8272
30,MT,018,10165
30,MT,019,9944
30,MT,020,8310
30,MT,021,8675
30,MT,022,8472
30,MT,023,8086
30,MT,024,8207
30,MT,025,10361
30,MT,026,9107
30,MT,027,8795
30,MT,028,9406
30,MT,029,8625
30,MT,030,9083
30,MT,031,9191
30,MT,032,9338
30,MT,033,8198
30,MT,034,7921
30,MT,035,8987
30,MT,036,8070
30,MT,037,9610
30,MT,038,9122
30,MT,039,8893
30,MT,040,9276
30,MT,041,9020
30,MT,042,8534
30,MT,043,9603
30,MT,044,9744
30,MT,045,9438
30,MT,046,13942
30,MT,047,10977
30,MT,048,10702
30,MT,049,8803
30,MT,050,8563
30,MT,051,9206
30,MT,052,8786
30,MT,053,8694
30,MT,054,9182
30,MT,055,10488
30,MT,056,10028
30,MT,057,11941
30,MT,058,10094
30,MT,059,9089
30,MT,060,10003
30,MT,061,9919
30,MT,062,8615
30,MT,063,10738
30,MT,064,12616
30,MT,065,8153
30,MT,066,10264
30,MT,067,14927
30,MT,068,10656
30,MT,069,14935
30,MT,070,11732
30,MT,071,10573
30,MT,072,9246
30,MT,073,8827
30,MT,074,8670
30,MT,075,8363
30,MT,076,8340
30,MT,077,9685
30,MT,078,10708
30,MT,079,8612
30,MT,080,10727
30,MT,081,8043
30,MT,082,9424
30,MT,083,9653
30,MT,084,10853
30,MT,085,8624
30,MT,086,8842
30,MT,087,9798
30,MT,088,9867
30,MT,089,10221
30,MT,090,10326
30,MT,091,9435
30,MT,092,9208
30,MT,093,11854
30,MT,094,9436
30,MT,095,9142
30,MT,096,9486
30,MT,097,9869
30,MT,098,13984
30,MT,099,11785
30,MT,100,9738
31,NE,999,1826341
32,NV,001,54658
32,NV,002,52702
32,NV,003,46686
32,NV,004,62665
32,NV,005,53574
32,NV,006,44947
32,NV,007,67025
32,NV,008,50075
32,NV,009,46326
32,NV,010,55922
32,NV,011,41753
32,NV,012,54356
32,NV,013,256407
32,NV,014,59802
32,NV,015,50308
32,NV,016,53921
32,NV,017,96848
32,NV,018,72331
32,NV,019,51620
32,NV,020,58569
32,NV,021,46750
32,NV,022,222912
32,NV,023,52490
32,NV,024,56482
32,NV,025,65059
32,NV,026,69333
32,NV,027,48421
32,NV,028,44394
32,NV,029,57659
32,NV,030,52226
32,NV,031,45929
32,NV,032,80177
32,NV,033,51407
32,NV,034,46427
32,NV,035,51108
32,NV,036,59012
32,NV,037,52904
32,NV,038,66836
32,NV,039,53415
32,NV,040,49877
32,NV,041,48017
32,NV,042,49221
33,NH,001,6989
33,NH,002,10515
33,NH,003,3365
33,NH,004,16180
33,NH,005,6693
33,NH,101,3261
33,NH,102,6533
33,NH,103,6241
33,NH,104,15951
33,NH,105,24325
33,NH,106,3777
33,NH,201,14217
33,NH,202,3630
33,NH,203,10016
33,NH,204,12700
33,NH,205,7255
33,NH,301,3419
33,NH,302,9280
33,NH,303,23409
33,NH,304,11991
33,NH,305,3551
33,NH,306,12399
33,NH,307,13068
33,NH,401,5872
33,NH,402,12562
33,NH,403,3233
33,NH,404,11388
33,NH,501,6461
33,NH,502,3630
33,NH,503,6601
33,NH,504,3864
33,NH,505,6755
33,NH,506,7044
33,NH,507,7592
33,NH,508,10527
33,NH,509,12976
33,NH,510,10517
33,NH,511,13151
33,NH,601,10526
33,NH,602,6699
33,NH,603,13840
33,NH,604,14456
33,NH,605,14057
33,NH,606,26316
33,NH,607,26436
33,NH,608,9060
33,NH,609,9219
33,NH,610,9346
33,NH,611,8632
33,NH,612,8823
33,NH,613,10188
33,NH,614,9178
33,NH,615,9185
33,NH,616,8929
33,NH,617,27005
33,NH,618,21203
33,NH,619,25494
33,NH,620,9773
33,NH,621,9552
33,NH,622,9373
33,NH,623,9319
33,NH,624,9297
33,NH,625,9128
33,NH,626,30052
33,NH,627,45635
33,NH,701,6919
33,NH,702,9566
33,NH,703,3909
33,NH,704,10294
33,NH,705,6486
33,NH,706,20216
33,NH,707,9638
33,NH,708,12994
